Participant,VideoID,Window_Start,Vel_Mean,Acc_Max,Gaze_Z_Mean,Jerk_Mean,Jerk_Max,Velocity_Transition_Smoothness,Microsaccade_Rate,Fractal_Dim,Pupil_Mean,Pupil_Std,Pupil_CV,Pupil_Vel_Max,Saccade_Rate,Main_Seq_Slope,Fixation_Vel_Mean
Karolain,Karolain_9_puntos_intento_10,0.0,22.45513669824069,2666.699047603302,-0.6223367966666666,10534.01798842758,97094.78539805708,0.9881716939525745,0.0,1.1201868114629467,32.58034,1.8155650018841702,0.05572578438052427,115.85999999999984,2.0,1381.9381122536627,29.691384406286602
Karolain,Karolain_9_puntos_intento_10,1.0,26.82378990796174,2515.097275135708,-0.6714398571428571,11514.942808172957,101883.81751588556,0.9867355248587182,0.0,1.143752759003316,33.445925249169434,1.6972426236346059,0.05074587146237653,115.85999999999984,2.4,1377.4347114950556,27.54291967797838
Karolain,Karolain_9_puntos_intento_10,2.0,29.493156832302283,2515.097275135708,-0.7449373133333332,10058.905969366575,101883.81751588556,0.987060720464971,0.4,1.09797621047955,32.12462333333333,4.235976019147049,0.1318607217645317,335.9399999999998,2.8,1322.4296346242356,34.76353933188863
Karolain,Karolain_9_puntos_intento_10,3.0,26.640886534051763,2515.097275135708,-0.7832396733333333,9229.06879346106,101883.81751588556,0.9874012656880646,0.0,1.0986162788082368,27.54618333333333,4.736982522456205,0.17196511273937667,335.9399999999998,2.4,1323.8639293078247,43.50983927681694
Karolain,Karolain_9_puntos_intento_10,4.0,32.087358158033794,4468.608355261958,-0.7877072608695652,13377.390431762258,118190.70739392373,0.9901711193041404,0.0,1.0865142053431027,25.504872909698996,3.5115483977014885,0.13768147013060067,667.4399999999997,2.4,996.2505494738899,52.95853137177797
Karolain,Karolain_9_puntos_intento_10,5.0,32.37240258870782,4468.608355261958,-0.7645725051903114,13481.685753835174,118190.70739392373,0.9903869282933104,0.0,1.0779001649226845,29.367337370242222,5.101094144066658,0.17369957922149154,247.86,3.6,997.9662207940174,36.81859061004968
Karolain,Karolain_9_puntos_intento_10,6.0,32.710702977669996,2494.3881315708672,-0.762722486013986,14834.821917098341,118190.70739392373,0.9897083270350717,0.4195804195804196,1.0804921288224123,34.56884090909091,2.5799092892191333,0.074631061423314,153.45000000000027,2.8,1196.1699651181646,20.96542583607645
Karolain,Karolain_9_puntos_intento_10,7.0,19.402749734136275,2494.3881315708672,-0.812227810408922,9166.77867594669,100249.36330458401,0.9885173745831691,0.0,1.0841083034199372,37.89567100371747,3.981012572774259,0.10505190876244762,198.3000000000004,1.6,1188.066928354024,20.845128334660316
Karolain,Karolain_9_puntos_intento_10,8.0,24.126105281532453,2865.4482614048225,-0.8636890812720849,13717.173868182925,118083.68299062774,0.9861420213415952,0.0,1.094738114086105,40.15088339222615,2.276383096947979,0.05669571637342164,198.3000000000004,2.0,1108.250619836072,27.206337024300126
Karolain,Karolain_9_puntos_intento_10,9.0,17.454799514727053,2865.4482614048225,-0.8875913003533569,9638.223427333474,118083.68299062774,0.9879759237742565,0.0,1.0827856986472422,38.63614134275618,3.1011981010572387,0.08026676560542909,269.40000000000055,1.6,986.3842356228408,27.1213568937515
