Participant,VideoID,Window_Start,Vel_Mean,Acc_Max,Gaze_Z_Mean,Jerk_Mean,Jerk_Max,Velocity_Transition_Smoothness,Microsaccade_Rate,Fractal_Dim,Pupil_Mean,Pupil_Std,Pupil_CV,Pupil_Vel_Max,Saccade_Rate,Main_Seq_Slope,Fixation_Vel_Mean
Venegas,Venegas_9_puntos_intento_10,0.0,22.803195924037798,1273.7414308941886,-0.7118544433333334,9387.21420615657,65637.19309124134,0.9715388236311536,0.0,1.140367615226826,60.62932333333333,2.6247451473979124,0.043291678070813244,128.1299999999996,3.2,976.1142166884965,21.466761450679737
Venegas,Venegas_9_puntos_intento_10,1.0,19.870731292372053,1705.8453303528875,-0.7598770398671096,10076.672658510428,65637.19309124134,0.9735140548848769,0.0,1.1914257794874192,61.8913438538206,1.3142939360619457,0.021235504906245678,128.1299999999996,2.8,1024.3022948868258,20.170036081705256
Venegas,Venegas_9_puntos_intento_10,2.0,13.737740035928091,1705.8453303528875,-0.8101362999999999,7395.143268736683,80442.45896610782,0.9825894592629416,0.0,1.1259467604807998,65.47756833333332,4.836632135363465,0.07386700909143616,126.92999999999984,2.0,1196.5998478666686,10.45694504078844
Venegas,Venegas_9_puntos_intento_10,3.0,21.902343860905255,3668.4403809460937,-0.79118368,13130.620234092448,120356.42654570502,0.9885472978318229,0.0,1.1016368173636497,67.13221666666666,3.938407063317464,0.05866642364683023,159.56999999999965,2.0,1315.6708816120454,44.02717879253566
Venegas,Venegas_9_puntos_intento_10,4.0,21.11057874249974,3668.4403809460937,-0.7534890334448161,10918.92112496943,120356.42654570502,0.9899336250996005,0.0,1.10882256851289,68.59519732441471,2.9100712813264327,0.04242383424547227,159.56999999999965,2.4,1324.3771948315018,31.22608138439656
Venegas,Venegas_9_puntos_intento_10,5.0,16.398886694521263,2038.53640474222,-0.7296749400000001,8765.268471819814,97806.2975673346,0.9844437088224121,0.0,1.1371901671950113,70.23436833333334,3.162508109896936,0.04502792841942603,210.3899999999993,2.0,1420.4262406823136,10.171116849916512
Venegas,Venegas_9_puntos_intento_10,6.0,16.84031798065177,2038.53640474222,-0.7775258333333334,7722.46082301703,97806.2975673346,0.9855245479830845,0.0,1.1300272821076902,75.250935,4.562057389666238,0.06062459409529248,210.3899999999993,1.6,1367.5400412220615,17.06236672902865
Venegas,Venegas_9_puntos_intento_10,7.0,22.683603735116716,2038.53640474222,-0.8251262333333335,9603.31327052284,97806.2975673346,0.9845857881612899,0.0,1.1109957345040318,77.68466666666666,3.0156307732472074,0.038818867385848874,239.5199999999994,3.2,1271.2055030483837,15.771731403737649
Venegas,Venegas_9_puntos_intento_10,8.0,24.02134736531369,1206.3874087875013,-0.8568354233333332,9777.478971105953,74451.85320567357,0.9768054221692749,0.0,1.1083913261733942,76.70876500000001,2.5296798929130007,0.032977716339364874,239.5199999999994,4.0,1088.2445541734537,20.475314022667266
Venegas,Venegas_9_puntos_intento_10,9.0,25.25181394425372,2119.1850983692216,-0.8815995333333331,10822.921864424845,74817.31681943603,0.9822333297439826,0.0,1.1626366038009952,75.64251333333334,1.5407454034186032,0.02036877591082955,239.5199999999994,2.8,1425.8788552192432,23.020519851673857
Venegas,Venegas_9_puntos_intento_10,10.0,20.35756529446889,2119.1850983692216,-0.8415410999999999,12539.176164860091,81028.23600017655,0.9821096975530211,0.0,1.0968410631853955,75.22241166666667,1.3544463535693183,0.018005888452118247,98.82000000000033,2.8,1305.3179325637427,19.543400397427785
Venegas,Venegas_9_puntos_intento_10,11.0,24.4429079136464,2119.1850983692216,-0.7890557800000001,14476.636927621259,81028.23600017655,0.9812887469467084,0.0,1.1077223939544631,74.943195,1.5699512204125963,0.02094854937012755,99.32999999999936,3.6,1142.6064849392103,21.688436715234133
Venegas,Venegas_9_puntos_intento_10,12.0,16.620949712635472,1210.0412464033473,-0.7934096766666667,8865.438461093685,60336.887448330395,0.9743973699381282,0.0,1.1208757147255866,76.32994833333333,2.658960357263196,0.03483508655936069,99.32999999999936,2.4,756.3063932597743,15.567025071177394
Venegas,Venegas_9_puntos_intento_10,13.0,16.161483004126058,1210.0412464033473,-0.8427897633333333,9237.441954169937,60336.887448330395,0.9740634568335393,0.0,1.1131322241980313,78.36933166666667,1.8387589503513564,0.023462736139849557,302.8199999999998,2.0,902.360933225973,12.03674851856138
Venegas,Venegas_9_puntos_intento_10,14.0,21.46454571769312,2592.250653969017,-0.8700775283687943,11515.507379553135,55199.08256295964,0.9841646873141837,0.0,1.1633908468703786,79.44933510638299,1.6049508146088591,0.020200934500708197,496.4700000000002,3.2,402.29682393746253,18.371786464299703
Venegas,Venegas_9_puntos_intento_10,15.0,24.350867962118752,2592.250653969017,-0.899062711678832,14387.615548112934,121534.37497696411,0.9815773932147803,0.0,1.1072235722737191,80.02731569343065,3.3955799970275433,0.042430262312375455,496.4700000000002,3.2,605.3997016479499,33.43253577468878
Venegas,Venegas_9_puntos_intento_1,0.0,19.921946804971867,1384.6859115130483,-0.67650965625,9532.309901052415,70853.97673354062,0.9764047418343075,0.0,1.1582416545856955,69.53530729166667,3.6420317470771257,0.05237672614001086,294.8099999999991,2.8,782.324485715324,16.546874029595124
Venegas,Venegas_9_puntos_intento_1,1.0,17.238487343164067,1384.6859115130483,-0.7321747577854671,8293.844648814083,70853.97673354062,0.9773102209119813,0.0,1.132519120917888,72.84361245674741,3.5599137883184833,0.048870637633907366,294.8099999999991,1.6,676.0691389762475,16.335710034249004
Venegas,Venegas_9_puntos_intento_1,2.0,13.528499299153443,1812.2909240805004,-0.7935984899999999,8483.414472577359,84808.55372780778,0.9799678822781926,0.0,1.1515515318089844,77.17441666666667,3.1995385614786533,0.04145853897799016,79.1399999999993,1.6,983.7840680601381,21.395657567327063
