Participant,VideoID,Window_Start,Vel_Mean,Acc_Max,Gaze_Z_Mean,Jerk_Mean,Jerk_Max,Velocity_Transition_Smoothness,Microsaccade_Rate,Fractal_Dim,Pupil_Mean,Pupil_Std,Pupil_CV,Pupil_Vel_Max,Saccade_Rate,Main_Seq_Slope,Fixation_Vel_Mean
Victoria,Victoria_9_puntos_intento_10,0.0,24.166203779048104,2347.007311514206,-0.8017603866666666,8712.968729771033,106806.32110794903,0.98392534770926,8.4,1.154953665093362,41.98616833333333,1.8326024894024036,0.043647766922981585,178.2599999999998,3.2,987.9420446418392,21.995302383506
Victoria,Victoria_9_puntos_intento_10,1.0,22.730877316600598,2347.007311514206,-0.8290598372093023,8631.157491499956,106806.32110794903,0.9856154365959481,6.378737541528239,1.1185956212200354,42.63591528239203,1.6857075917891622,0.03953726759761467,178.2599999999998,2.8,965.219137868388,22.705983878674534
Victoria,Victoria_9_puntos_intento_10,2.0,28.74380167424817,2218.4556212432913,-0.8557706633333332,9021.885368260744,100599.10157573048,0.9852866483532686,8.4,1.1127954476523192,43.85211999999999,1.4961764497990646,0.03411868000450297,107.16000000000008,2.8,1109.6485572877345,41.327055597019196
Victoria,Victoria_9_puntos_intento_10,3.0,31.5346059871633,2218.4556212432913,-0.8591576982456139,8589.454344355378,100599.10157573048,0.9849297684354117,11.368421052631579,1.126148622207943,44.86402280701755,2.237073338406603,0.04986341389913621,300.21000000000015,2.4,1077.9994113550615,41.18950251600177
Victoria,Victoria_9_puntos_intento_10,4.0,34.23317666564866,4736.932526174798,-0.859153088028169,14007.199870691893,181126.159973457,0.9898731311055774,0.0,1.1046312366675948,46.21959154929578,1.6095652955262139,0.03482430808176923,300.21000000000015,2.8,1084.682495430983,42.73468079322178
Victoria,Victoria_9_puntos_intento_10,5.0,26.55793671287397,4736.932526174798,-0.8495124245614035,12087.306685193465,181126.159973457,0.9904576245585381,0.0,1.0898435897638001,45.82370701754387,1.7207755980656287,0.03755208188213188,300.21000000000015,1.6,1104.5163073419683,60.43769857111331
Victoria,Victoria_9_puntos_intento_10,6.0,28.670663717333095,4736.932526174798,-0.85333277,13130.21449235867,181126.159973457,0.9905103948200841,0.0,1.128054497262466,45.45803166666666,1.445397994728057,0.031796317212474785,177.38999999999947,1.6,1134.1585061387693,64.75466278081235
Victoria,Victoria_9_puntos_intento_10,7.0,18.533854262835206,2290.685885479745,-0.8781645433333334,6991.867195406338,99335.19067089375,0.9859646418373809,0.0,1.1294349580314376,46.7721,1.206457334512912,0.025794380293228482,177.38999999999947,1.6,1055.0200805178351,29.80398110134973
Victoria,Victoria_9_puntos_intento_10,8.0,23.82607954716448,2493.173944111938,-0.9062599233333333,10968.710638030467,111346.74334818541,0.9846125307876963,0.0,1.1155471932806496,48.54572833333333,1.413236823288023,0.029111455771848854,177.38999999999947,2.0,1027.235941152377,24.304962476932733
Victoria,Victoria_9_puntos_intento_10,9.0,20.889680192892218,2493.173944111938,-0.9098903466666665,8657.93944965403,111346.74334818541,0.9864619098488593,2.0,1.1162057037246989,49.52862833333334,1.332866927977892,0.026911040600752053,103.10999999999993,1.6,1029.4016263459093,31.212592670572732
Victoria,Victoria_9_puntos_intento_10,10.0,35.733832124936924,4725.267050870277,-0.9107259766666668,15614.471227689206,175582.95045458115,0.9890786738575018,9.6,1.110095928478721,50.32651166666667,0.9120965988848017,0.018123580766455566,103.10999999999993,1.6,1119.0747747754567,33.823031130703335
Victoria,Victoria_9_puntos_intento_10,11.0,25.628666095795204,4725.267050870277,-0.8951004,11398.806115751924,175582.95045458115,0.9903755515726069,0.0,1.0931277199116953,49.99560666666667,0.8974504714034207,0.01795058668628525,83.60999999999976,0.4,1222.7640868375877,0.0
Victoria,Victoria_9_puntos_intento_10,12.0,28.33467089459642,4725.267050870277,-0.88854482,15248.668594069159,175582.95045458115,0.9894170726130961,0.0,1.0730532353530369,50.46368166666667,2.0076308237565046,0.039783677239756905,164.64,1.6,1124.4463739973623,30.00400490900833
Victoria,Victoria_9_puntos_intento_10,13.0,19.601319277404837,2116.9006518854294,-0.9113693400000001,6991.848950317522,86439.0550127489,0.9868190151309867,0.0,1.097925775042113,52.609766666666665,2.5261583466248156,0.048016908393273286,164.64,2.0,787.9482704276038,26.420897796429593
Victoria,Victoria_9_puntos_intento_10,14.0,29.09964674939827,2500.0534259155775,-0.9398452766666666,11157.231877887352,105921.80367665798,0.9857168032124867,4.0,1.0942668347006774,54.67623499999999,1.1282561155495676,0.020635219589453586,164.64,2.0,941.4339328022019,27.849506582722945
Victoria,Victoria_9_puntos_intento_10,15.0,25.775694171230715,2500.0534259155775,-0.9481689833333333,7509.428659253428,105921.80367665798,0.9873178071462998,7.2,1.1152182629547127,54.537118333333325,0.8573552784564995,0.01572058269042206,92.81999999999982,2.0,1091.4974156900148,21.55369964846923
Victoria,Victoria_9_puntos_intento_1,0.0,23.82694258437344,2656.6940416004504,-0.8211137433333333,8500.840022475719,99817.33115925647,0.9845492009271795,0.4,1.1485130284168301,42.34750166666667,2.2642797903889638,0.05346902889837453,179.72999999999956,2.8,1215.0783532014382,26.284263581469435
Victoria,Victoria_9_puntos_intento_1,1.0,27.09940401116711,2004.0387564999223,-0.8507032158273381,7386.175659414291,99817.33115925647,0.9832131338212552,10.791366906474819,1.1380921180249874,43.8543525179856,3.174804729424422,0.07239429035287585,248.07000000000016,2.0,1170.551869064917,35.32683836507149
Victoria,Victoria_9_puntos_intento_1,2.0,23.77637029439764,2250.560634407063,-0.8980393419117646,8891.626725491304,95577.7977082356,0.985471739693385,0.8823529411764706,1.1302801144635852,46.348483455882345,1.4323565369024485,0.0309040648172634,287.37000000000023,2.0,1120.9787444294288,31.22158539285339
